# Estimated CEFR levels — OURS, not a published wordlist.
#
# Produced 2026-07-26 by independent raters over the cards that carry no
# published level and sit at zipf >= 3.0. Calibrated first against 420 cards
# that DO carry one (six raters, blind): 38 % exact, 91 % within one step,
# 91 % on the 'core vocabulary or beyond' boundary — against 26 / 76 / 71 %
# for deriving the level from frequency, the rule `info/PLANS.md` pt.3
# measured and rejected.
#
# Read that shape before using this file. The exact step is weak and the
# raters lean about a third of a level EASY. What is strong is the one
# boundary an official list attests, and on the Goethe half of the sample
# the estimate never once called a word 'core' that the list placed above.
#
# Per-level precision on words absent from the Goethe list (n=235): a1 83 %,
# a2 73 %, b2 39 %, c2 36 %, c1 26 %, b1 13 %. `b1` is the dumping ground.
#
# Consumed by vocab/levels.py into `cards.level_est` — never into `level`,
# and never into `band`, which picks one of 15 hand-painted brushes.
#
# lemma	level	conf
Betrüger	b1	high
Bettdecke	a1	high
Bettler	b1	high
Bettwäsche	a2	high
Betätigung	b2	medium
Betäubung	b1	high
Betäubungsmittel	b1	high
Beule	a2	high
Beurteilung	b2	low
Beutel	a2	high
Bevormundung	b2	low
Bevorzugung	b1	high
Bevölkerungsdichte	b2	high
Bevölkerungsentwicklung	b1	high
Bevölkerungswachstum	b1	high
Bevölkerungszahl	b1	low
Bewaffnung	b2	medium
Bewahrung	b2	high
Beweglichkeit	b2	high
Bewegungsfreiheit	b2	low
Bewegungsmelder	b1	high
Beweismittel	b2	high
Bewerber	b1	high
Bewerbungsgespräch	b1	high
Bewilligung	b2	low
Bewirtschaftung	b2	low
Bewunderung	b1	high
Bewährung	b2	low
Bewährungsstrafe	b2	low
Bewältigung	b2	high
Bezahlung	b1	high
Bezieher	b1	high
Beziehungen	b1	high
Bezirksregierung	b2	medium
Bezug	b2	low
Bias	b2	high
Biathlon	a2	high
Bib	b1	high
Bibel	b1	low
Biber	a2	high
Bibliographie	b2	high
Bibliothekar	a2	high
Biedermann	c1	high
Biene	a1	high
Biennale	c1	high
Biergarten	a2	high
Biest	b1	high
Bieter	b2	high
Bike	a2	high
Bike-Sharing	b2	high
Biker	b1	medium
Bikini	a2	high
Bildchen	a1	high
Bilderbuch	a2	high
Bildergalerie	a2	high
Bildfläche	b2	low
Bildhauer	b1	high
Bildmaterial	b1	high
Bildnis	c1	low
Bildungsarbeit	b2	high
Bildungspolitik	b2	high
Bildungssystem	b1	high
Bildungswesen	b2	high
Billion	b1	low
Bim	b2	low
Binde	b1	high
Bindegewebe	b1	low
Bindeglied	b1	high
Binder	b2	low
Bindung	b1	high
Bingo	a2	medium
Binnen-I	c1	low
Binnenmarkt	b2	high
Bio-Anbau	b2	high
Bio-Apfel	a1	high
Bio-Banane	a2	high
Bio-Brot	a2	high
Bio-Ei	a2	high
Bio-Fleisch	a2	high
Bio-Lebensmittel	b1	high
Bio-Limonade	a2	high
Bio-Obst	a2	high
Bio-Produkt	b1	high
Bio-Produktion	b2	low
Bio-Tee	a2	high
Bio-Ware	b1	high
Biodiversität	b2	high
Biogas	b2	high
Biografie	b1	high
Biographie	b1	high
Biologe	a2	high
Biomasse	b2	high
Biotop	b2	high
Birke	a2	high
Bis-Strich	c1	low
Bischof	b1	low
Bischofskonferenz	c1	low
Biss	b1	low
Bistro	a2	high
Bistum	b2	high
Bit	b2	low
Bitcoin	b1	low
Blabla	a2	high
Blamage	b2	high
Blas	c2	low
Blasmusik	b1	high
Blasorchester	b1	high
Blasphemie	b2	low
Blaulicht	b1	high
Blech	a2	medium
Blei	b1	low
Bleibe	b1	low
Bleiberecht	b2	high
Blende	b2	medium
Blender	b2	low
Blickfang	b2	high
Blickkontakt	a2	high
Blickpunkt	b2	high
Blinde	a2	high
Blinder	a2	high
Blindheit	b1	low
Blinker	a2	low
Blitzer	a2	high
Blizzard	b1	low
Block	a2	high
Blockade	b1	high
Blockbuster	b1	high
Blockchain-Technologie	b2	low
Blog	a2	high
Blogger	a2	high
Blondine	a2	high
Blues	b1	high
Blues-Bar	b1	low
Bluff	b1	low
Blumenstrauß	a1	high
Blumentopf	a1	high
Blunt	c1	low
Blutbad	b2	high
Blutgefäße	b1	medium
Blutkörperchen	b2	high
Blutung	b1	medium
Blüte	b1	low
Blütezeit	b2	medium
Boa	b1	low
Bock	b1	low
Body	b1	low
Bohrer	b1	high
Bohrung	b2	low
Bollwerk	c1	high
Bolzen	b1	high
Bombardierung	b1	low
Bombe	b1	low
Bombenanschlag	b2	high
Bomber	b1	medium
Bon	a2	high
Bonbon	a1	high
Bonität	b2	high
Bonus	b1	low
Boom	b1	high
Boomer	b1	low
Bor	c2	high
Bordell	b1	low
Borsten	b1	high
Bosheit	b2	high
Boss	a2	high
Botanik	b2	low
Botaniker	b1	low
Bote	a2	high
Botschafter	b2	high
Botschafterin	b1	high
Boulevard	b1	low
Bourbon	b1	low
Boutique	a2	high
Boutique-Hotel	b1	low
Box	a1	high
Boxer	a2	high
Boykott	b1	low
Branche	b2	low
Brand-Manager	b2	high
Brandanschlag	b1	high
Brandschutz	b2	high
Brandstiftung	b2	high
Brandung	b1	high
Bratwurst	a2	high
Brauchtum	b1	high
Brauer	b1	high
Brauerei	a2	high
Brauner	c1	low
Braunkohle	b1	high
Braut	a2	high
Brautkleid	a2	high
Brautpaar	a2	high
Brei	a2	high
Brennholz	a2	high
Brennpunkt	b2	low
Brennstoff	b1	high
Brennweite	b2	low
Brett	a2	high
Brettspiel	a2	high
Brexit	b2	low
Brexit-Abkommen	c1	low
Brexit-Befürworter	b2	low
Brexit-Deal	b2	low
Brexit-Einigung	b2	low
Brexit-Verschiebung	b2	low
Brexit-Vertrag	b2	low
Briefwahl	b1	low
Briefwechsel	b1	high
Brigade	b2	medium
Brillant	b1	low
Brisanz	c1	low
Brise	b1	low
Brite	a1	high
Broadway-Musical	b1	high
Brocken	b1	high
Broker	b1	medium
Brokkoli	a2	high
Bronzemedaille	b1	high
Bronzezeit	b1	high
Browser	a2	high
Bruch	b1	low
Bruchteil	b1	high
Bruderschaft	b1	low
Brunch	a2	high
Brustkorb	b1	low
Brustkrebs	b1	high
Brut	b1	low
Brutalität	b1	high
Bruttoinlandsprodukt	b2	high
Bräutigam	a2	high
Brüsseler	a2	low
Buchautor	a2	high
Buchenwald	b1	low
Buchführung	b1	medium
Buchhalter	b1	high
Buchhaltung	b2	high
Buchhandel	b2	low
Buchhändler	b1	low
Buchladen	a2	high
Buchmesse	a2	high
Bucht	b1	low
Buckel	b1	low
Buddhismus	b1	high
Buddy	b1	low
Bude	b1	high
Bug	c1	low
Bulle	b1	low
Bullet-Schach	c1	low
Bulletin	b2	low
Bully	c2	low
Bums	b1	high
Bund	b1	low
Bund-Länder-Beratung	b2	low
Bundesagentur	b2	high
Bundesebene	b1	low
Bundesgebiet	c1	medium
Bundesgericht	b1	high
Bundesgesetz	b1	high
Bundeshaushalt	b2	high
Bundeskanzlerin	b1	high
Bundesland	a2	high
Bundesligist	b1	medium
Bundesminister	b2	high
Bundespolitik	b2	high
Bundesregierung	b1	high
Bundesstaat	b1	high
Bundestagswahl	b1	high
Bundesversammlung	b2	low
Bungalow	a2	high
Bunker	b1	high
Burma-Katze	a2	medium
Burn-out	b1	high
Bursche	b2	medium
Burschenschaft	c1	low
Busbahnhof	a1	high
Busch	a2	high
Busch-Eiche	c2	high
Busen	b1	low
Busfahrer	a1	high
Busfahrt	a1	high
Business-Class	a2	high
Busineß	b1	low
Buslinie	a1	high
Butt	c2	low
Butterfly	b1	low
Button	a2	high
Button-down-Hemd	c1	low
Bußgeld	b1	high
Byte	b1	high
Bäcker	a1	high
Bär	a1	high
Bäuerin	a2	high
Börde	c1	low
Böschung	b2	high
Böser	b1	low
Böses	b1	low
Bösewicht	b1	high
Bücherei	a2	high
Büffel	a2	high
Bügel	a2	high
Bürgerhaus	b1	low
Bürgerinitiative	b1	high
Bürgerkrieg	b1	high
Bürgermeister	a2	high
Bürgermeisterin	b1	low
Bürgerrecht	b2	low
Bürgerrechte	b1	high
Bürgerschaft	b2	high
Bürgerwehr	b2	high
Bürgschaft	b2	high
Bürogebäude	a2	high
Büste	b1	high
Büßen	c1	high
C-Jugend	c2	low
C4-Pflanze	c2	high
CB-Funk	b2	high
CD-Brenner	b1	high
CD-Laufwerk	b1	high
CD-ROM-Laufwerk	a2	low
CD-Sammlung	a2	medium
CD-Spieler	a2	high
CD-Ständer	a2	low
CIA-Außenstelle	b2	low
CIA-Quelle	c1	low
CIA-Stützpunkt	b2	low
CO2-Angabe	b2	high
CO₂-Abgabe	b2	high
CO₂-Ausstoß	b2	high
CO₂-Belastung	b2	high
CO₂-Bilanz	b2	high
CO₂-Budget	b2	high
CO₂-Emission	b2	high
CO₂-Fußabdruck	b2	high
CO₂-Gehalt	b2	high
CO₂-Grenzwert	b2	high
CO₂-Konzentration	b2	high
CO₂-Menge	b2	high
CO₂-Messgerät	b1	high
CO₂-Neutralität	b2	high
CO₂-Preis	b2	high
CO₂-Produktion	b2	low
CO₂-Rechner	b1	high
CO₂-Reduktion	b2	high
CO₂-Reduzierung	b2	high
CO₂-Senke	b2	high
CO₂-Steuer	b1	high
CO₂-Wert	b2	low
CO₂-Zertifikat	b2	medium
CO₂-arm	b2	high
CO₂-frei	b2	high
CO₂-intensiv	b2	high
CO₂-neutral	b2	high
CO₂-Äquivalent	b2	high
Cabrio	b1	low
Cache	b2	high
Café	a1	high
Call	b2	low
Call-by-Call	c2	low
Callcenter	b1	high
Camp	a2	high
Camper	a2	high
Camping	a1	high
Campus	b1	high
Cannabis	b1	high
Cap	a2	high
Cape	a2	high
Cappuccino	a1	high
Care-Arbeit	b2	high
Cargo	b2	high
Carsharing	b2	high
Cartoon	b1	high
Casting	a2	high
Castor	c1	low
Catering	b1	low
Cello	a2	high
Cent	a1	high
Centre-Court	b2	low
Champagner	a2	high
Champion	b1	high
Chanson	b1	low
Chaos	a2	high
Charakter	b1	high
Charakterisierung	b1	low
Charge	c1	low
Charisma	b1	high
Charleston	b1	high
Charme	b2	low
Chart	b1	high
Charta	b2	high
Chassis	b1	high
Chat	a2	high
Chauffeur	b1	high
Chaussee	b2	low
Check-in	a2	high
Check-in-Halle	b1	low
Check-in-Schalter	a2	low
Check-out	b1	high
Check-up	b1	low
Checkliste	b1	high
Cheerleader	b1	high
Cheeseburger	a1	high
Chefarzt	b1	high
Chefkoch	a2	high
Chefredakteur	b2	high
Chefredakteurin	b2	high
Cheftrainer	b1	low
Chemiker	b1	medium
Chemo	b1	low
Chili	a2	high
Chinese	a2	high
Chinesisch	a1	high
Chip	a2	high
Chips	a1	high
Chirurg	b1	low
Chirurgie	b2	low
Chlor	a2	high
Cholesterin	b2	low
Chor	a2	high
Choral	b2	high
Choreographie	b1	low
Chorleiter	b1	high
Christ	a2	high
Christentum	b1	low
Christin	b1	high
Chronist	c1	low
Chronologie	b2	high
Cis-Dur	c2	high
Clash	b1	low
Client	b1	high
Clique	b1	low
Clou	b1	high
Cloud	b1	high
Clown	a2	high
Club-Sandwich	a2	high
Cluster	b2	medium
Co-Pilot	b1	high
Co-Trainer	b1	high
Co-Trainerin	b1	high
Coaching	b1	medium
Cockpit	b1	low
Cocktail	a2	high
Code	b1	high
Cola	a1	high
Cola-Automat	a2	high
Collage	b1	high
Colt	b1	low
Combo	b1	low
Come-back	b1	medium
Comeback	b1	high
Comedian	b1	low
Comedy	a2	high
Comic	a2	high
Community	b1	high
Community-Maske	b2	low
Compliance	c1	low
Computerspiel	a1	high
Connection	b1	high
Consulting	b2	low
Container	a2	high
Content	b1	low
Controller	b2	low
Controlling	c1	low
Cookie	b1	high
Copyright	b1	high
Corner	b1	low
Cornflakes	a1	high
Corona	a1	high
Corona-Ampel	b2	low
Corona-App	b1	medium
Corona-Ausnahmezustand	b2	high
Corona-Diktatur	b2	low
Corona-Drama	b1	high
Corona-Epidemie	a2	high
Corona-Fall	b1	low
Corona-Hotspot	b1	medium
Corona-Hysterie	b2	low
Corona-Impfung	b1	high
Corona-Infektion	b1	high
Corona-Katastrophe	b2	low
Corona-Krise	b1	high
Corona-Lage	b1	low
Corona-Maßnahme	b1	high
Corona-Mutation	b1	high
Corona-Pandemie	b1	high
Corona-Party	b1	low
Corona-Skeptiker	b2	high
Corona-Symptom	b1	high
Corona-Sünder	b1	low
Corona-Test	a2	high
Couleur	c1	high
Countdown	a2	high
Country	b1	high
Coup	b2	medium
Coupé	b1	low
Cover	b1	high
Covid-19-Pandemie	b1	high
Covid-Arm	c1	low
Covid-Zertifikat	b1	high
Cowboy	a2	high
Crack	b1	high
Crash	b1	high
Crash-Diät	b1	high
Crash-Prophet	c1	medium
Crew	a2	high
Crime	b2	low
Cross	b1	low
Cross-Trainer	b1	low
Cross-over	b1	high
Crowdfunding	b2	high
Ct-Wert	c2	high
Curriculum	b2	high
Curry	a1	high
Currywurst	a2	high
Cutter	b2	low
D-Day	c1	low
D-Dur	c1	low
D-Jugend	c2	low
D-Mark	b1	high
D-Zug-Tempo	c1	low
DAX-Aktie	c1	low
DAX-Kurs	c1	low
DDR-Deutsch	c2	low
DDR-Witz	b2	low
DDR-Zeit	b1	high
DEA-Agent	c1	low
DIN-A4-Blatt	a2	high
DNA-Abschnitt	c1	low
DNA-Analyse	b2	high
DNA-Datenbank	b2	high
DNA-Impfstoff	b2	low
DNA-Treffer	b2	low
DNS-Analyse	b2	high
DNS-Test	b1	low
DVB-T-Receiver	a2	low
DVD-Brenner	b1	medium
DVD-Player	a2	high
DVD-Spieler	a2	high
Dab	c2	low
Dachdecker	b1	low
Dachgeschoss	a2	high
Dachgeschoß	a2	high
Dachs	a2	high
Dachstuhl	b1	low
Dachterrasse	a2	high
Dackel	a2	high
Dada	c1	low
Daddy	b1	medium
Damen-T-Shirt	a1	high
Damm	b1	low
Dampfer	b1	high
Dampfmaschine	b1	high
Dance-Pop	b1	low
Dankbarkeit	b1	high
Dankeschön	a1	high
Darbietung	b2	high
Darknet	b1	high
Darlegung	c1	high
Darlehen	b2	high
Darm	b1	low
Darsteller	b1	low
Darstellerin	b1	high
Dart	a2	high
Darts	a2	high
Dasein	b2	high
Data-Mining	b2	high
Datensatz	b2	high
Datenträger	b2	high
Datenverarbeitung	b1	high
Datierung	b2	low
Dating-App	b1	low
Dativ	b1	high
Dativ-e	c2	low
Dauerausstellung	b1	high
Dauerregen	a2	high
Daumen	a2	high
Day-Trading	c1	medium
De-facto-Regime	c1	low
Deadline	b1	high
Deal	a2	high
Dealer	b1	high
Death-Metal-Band	a2	low
Debütalbum	b1	low
Deck	b1	high
Deckel	a2	high
Deckmantel	b2	high
Deckung	b2	low
Defensive	b1	low
Definition	b1	high
Defizit	b1	high
Degen	b2	low
Deich	b1	low
Dekade	b1	high
Dekan	b1	medium
Dekanat	b1	low
Deklaration	b2	high
Dekor	b1	low
Dekoration	b1	medium
Delegation	b1	high
Delegierte	b1	low
Delle	a2	medium
Delta	b1	low
Delta-Variante	b1	high
Demo	b1	high
Demografie	b2	high
Demographie	b2	high
Demokrat	b1	high
Demokratisierung	b2	high
Demontage	b2	low
Demut	b2	low
Demütigung	b1	high
Denke	b2	low
Denker	b1	low
Denkmalpflege	b2	medium
Denkmalschutz	b1	high
Denkweise	b1	high
Deo	a2	high
Departement	c1	low
Depot	b1	low
Des-Dur	c2	high
Desaster	b1	high
Desinteresse	b1	high
Desktop	a2	high
Dessous	b1	low
Deut	c2	low
Deutlichkeit	b2	high
Deutsch-Ukrainer	b1	medium
Deutsche	a1	high
Deutschland-Fan	a2	high
Deutschlehrer	a1	high
Deutschunterricht	a2	high
Deutung	b2	high
Devise	b2	low
Devisen	b2	high
Diabetes	b1	high
Diabetes-Erkrankung	b1	high
Diabetiker	b1	high
Diagnostik	c1	high
Diagramm	b1	high
Diakon	b2	high
Diakonie	c1	low
Diamant	a2	high
Dichte	b2	high
Dichter	b1	high
Dichterin	b1	high
Dichtung	b2	high
Dicke	a2	high
Dicker	b1	low
Didaktik	c1	low
Die	c2	low
Diebstahl	b1	low
Diener	b1	low
Dienstagabend	a1	high
Dienstleister	b2	high
Dienstleistung	b1	high
Dienstreise	b1	high
Dienststelle	b2	medium
Dienstwagen	b1	low
Dienstzeit	b1	high
Diesel	b1	low
Dieselmotor	a2	high
Diesseits	c1	medium
Dietrich	b2	low
Differenz	b1	high
Differenzen	b1	high
Digga	b1	low
Digitalisierung	b2	high
Diktat	b1	low
Diktator	b1	low
Diktatur	b2	low
Dildo	b1	low
Diner	c1	high
Dinner	a2	high
Dinosaurier	a1	high
Dip	b1	high
Diplom-Betriebswirt	c1	high
Diplomat	b1	high
Direktion	b1	high
Direktmandat	b2	high
Direktorin	a2	high
Dirk	c2	low
Dirndl	b1	low
Dirndl-Koalition	c2	low
Disc	a2	high
Disco	a1	high
Disco-Formation	b1	high
Disco-Sound	b1	high
Discount	a2	high
Disko	a2	high
Diskretion	b2	high
Diskurs	c1	high
Diskus	b1	low
Diskussionsrunde	b1	high
Disposition	c1	medium
Distanzierung	b2	high
Distribution	b2	medium
Distrikt	b1	high
Disziplin	b1	high
Diva	b1	low
Diversität	b1	high
Division	b2	low
Diäten	b2	high
Diözese	c1	low
Doc	b1	medium
Dock	b2	low
Dogma	b2	high
Doktorarbeit	b1	high
Doktortitel	b1	medium
Doktrin	c1	high
Doku	a2	high
Dokumentarfilm	a2	high
Dokumentation	b1	medium
Dokumenten-Recherche	b2	high
Dolch	b1	high
Dollar	a1	high
Dolle	c2	low
Dolmetscher	b1	high
Domain	b2	high
Dominante	c1	low
Dominanz	b2	low
Domino	a2	high
Domino-Effekt	b2	high
Domizil	c1	high
Domäne	b1	low
Donau-Ufer	a2	high
Dope	b1	high
Doping	b1	low
Doppelpack	b1	low
Doppelpass	b2	low
Doppelte	b1	low
Dorfbewohner	a2	high
Dorfplatz	a2	high
Dorfstraße	a1	high
Dorn	a2	high
Dosierung	b1	medium
Dosis	b1	high
Dossier	b2	high
Double	b2	low
Down-Syndrom	b1	medium
Download	a2	high
Downtown	b1	medium
Dozentin	b1	low
Drache	a2	high
Draht	a2	high
Drahtzieher	c1	low
Drama	b1	high
Dramatik	b2	low
Dramatiker	b1	high
Dramaturgie	c1	high
Drang	b2	low
Drecksau	b1	high
Dreh	b2	low
Dreharbeiten	b1	high
Drehbuchautor	b1	low
Dreher	b2	low
Drehmoment	c1	high
Drehort	b1	high
Drehscheibe	b2	high
Drehung	b1	low
Drehzahl	b2	high
Drei-Schicht-System	b2	low
Drei-Schichten-Architektur	c2	high
Drei-Stopp-Strategie	c2	high
Dreieck	a1	high
Dreier-Koalition	b2	low
Dreifache	b1	high
Dressing	a2	high
Drift	b2	high
Dritte-Welt-Laden	b2	high
Drive-by-Shooting	b2	high
Drive-in-Kino	b1	low
Drive-in-Lokal	a2	high
Driver	b1	high
Drogendealer	b1	high
Drogenkonsum	b2	high
Drohung	b1	high
Drop	b2	low
Drop-down-Menü	b1	high
Drops	a2	low
Druckerei	b1	medium
Druckmittel	b2	high
Drucksache	b1	high
Drücker	b1	low
Dschihad	b2	low
Dschungel	a2	high
Dubai-Schokolade	c2	low
Duell	b1	low
Duett	b1	low
Duft	a2	high
Duldung	b2	medium
Dumme	b1	low
Dummer	a2	high
Dummheit	b1	high
Dunkelheit	a2	high
Dunkelziffer	b2	high
Dunkle	a2	low
Dunst	b1	high
Duo	a2	high
Dur	c1	low
Durchblick	b1	low
Durchbrechen	b2	low
Durchbruch	b2	medium
Durchfahrt	a2	high
Durchfall	a2	high
Durchführung	b2	high
Durchgang	b1	low
Durchhaltevermögen	b2	high
Durchkommen	b1	high
Durchmesser	b1	high
Durchreise	b1	high
Durchschnittsalter	b1	high
Durchsetzung	b2	high
Durchsuchung	b2	high
Duschgel	a2	high
Dutt	b1	high
Duzen	b1	high
Dynamik	b2	high
Dynamo	b1	medium
Dynastie	b2	low
Dämmerung	b1	high
Dämmung	b2	high
Dämon	b1	high
Dämpfer	b2	low
Dämpfung	b2	medium
Däne	a2	low
Dänisch	a1	high
Döner	a1	high
Dünger	b1	high
Dünner	b1	low
Düse	b2	low
E-Auto	b1	high
E-Bike	b1	high
E-Book	a2	high
E-Book-Reader	a2	low
E-Bus	b1	high
E-Dur	c2	high
E-Geige	b1	low
E-Gitarre	a2	high
E-Jugend	c1	low
E-Kultur	c1	low
E-Learning	b1	high
E-Mail	a2	high
E-Mail-Adresse	a2	high
E-Mail-Kommunikation	b1	high
E-Mail-Konto	a2	high
E-Mail-Postfach	a2	high
E-Mail-Programm	a2	high
E-Mail-Signatur	b1	high
E-Mail-Verkehr	b1	low
E-Mail-Wurm	b2	low
E-Maschine	b2	low
E-Mobilität	b2	high
E-Motor	b1	high
E-Nummer	b2	high
E-Rezept	b2	medium
E-Sport	b1	high
E-Sprit	c1	low
E-Tankstelle	b1	high
E-Treibstoff	b2	low
E-Zigarette	a2	high
EDV-Programm	b2	low
EDV-gestützt	b2	low
EEG-Umlage	c1	high
EU-Abgeordnete	b1	high
EU-Austritt	b1	high
EU-Behörde	b2	low
EU-Beschluss	b2	high
EU-Bürger	b1	high
EU-Gesetz	b2	high
EU-Kommissarin	b2	high
EU-Kommission	b2	high
EU-Kritiker	b2	high
EU-Land	b1	high
EU-Mitglied	b2	low
EU-Mitgliedschaft	b2	high
EU-Mitgliedstaat	b2	high
EU-Raum	b2	high
EU-Verordnung	b2	high
EU-Vertrag	b2	low
EU-weit	b2	high
EWR-weit	c1	low
Earl-Grey-Tee	b1	low
Ebbe	b1	medium
Ebene	b2	high
Ebenholz	c1	low
Echo	b1	high
Echtheit	b2	high
Echtzeit	b1	high
Eckstein	b2	high
Economy-Class	b1	high
Ecstasy	b1	low
Edelmetall	b1	high
Edelstahl	b1	low
Edelstein	a2	high
Edelweiß	b1	high
Edition	b1	high
Editor	b1	low
Effektivität	b2	high
Effizienz	b2	high
Ego	b1	high
Ego-Googeln	b1	high
Ego-Shooter	b1	high
Egoismus	b2	high
Ehebruch	b1	high
Ehegatten	b1	low
Eheleute	b1	high
Ehepartner	b1	high
Eheschließung	b1	medium
Ehre	b2	medium
Ehrenamt	b1	high
Ehrenamtliche	b1	low
Ehrenamtlicher	b1	high
Ehrenbürger	b1	high
Ehrenmann	c1	high
Ehrenmitglied	b1	low
Ehrenzeichen	b2	high
Ehrfurcht	c1	high
Ehrgeiz	b1	high
Ehrlichkeit	b1	high
Ehrung	b1	high
Eiche	a2	high
Eichel	b1	low
Eichhörnchen	a2	high
Eid	b1	high
Eifer	b2	low
Eifersucht	b1	high
Eigenart	b1	high
Eigenbedarf	b2	high
Eigenheim	b1	low
Eigenkapital	c1	medium
Eigenregie	b2	high
Eigentor	b1	high
Eigentum	b1	high
Eigentümer	b1	high
Eigenverantwortung	b2	high
Eigner	b2	low
Eignung	b1	low
Eimer	a2	high
Ein-Cent-Münze	a2	high
Ein-Cent-Stück	a2	low
Ein-Euro-Job	b2	low
Ein-Kind-Politik	b2	high
Ein-Stopp-Strategie	c1	low
Ein-Zimmer-Wohnung	a2	high
Einband	b1	high
Einbau	b1	high
Einberufung	b2	high
Einbeziehung	b2	high
Eindämmung	b2	low
Einer	b1	low
Einfachheit	b1	high
Einfamilienhaus	a2	high
Einflussnahme	c1	high
Einfuhr	b1	high
Eingabe	b1	low
Eingangsbereich	b1	low
Eingangshalle	a2	high
Eingangstür	a1	high
Eingeständnis	b2	low
Eingeweide	b1	high
Eingliederung	b2	high
Eingriff	b2	high
Einhalt	c1	high
Einhalten	b2	medium
Einhaltung	b2	low
Einheimische	b1	high
Einheimischer	b1	high
Einheit	b2	low
Einhorn	a2	high
Einigkeit	b1	high
Einigung	b2	high
Einkehr	c1	high
Einklang	b2	low
Einkommensteuer	b1	high
Einkäufer	b2	high
Einkünfte	b2	high
Einlass	b1	low
Einlauf	b1	high
Einlaufen	b2	low
Einmarsch	b2	high
Einmischung	b2	high
Einmündung	b2	low
Einnahmen	b1	high
Einnahmequelle	b1	low
Einordnung	b2	high
Einreichung	b1	high
Eins	a1	high
Einsatz	b1	high
Einsatzbereitschaft	b2	high
Einsatzgebiet	b1	high
Einsatzort	b1	high
Einschlag	b2	high
Einschnitt	b2	medium
Einschreiten	c1	high
Einschränkung	b2	high
Einschulung	b1	high
Einschätzung	b2	high
Einschüchterung	b1	high
Einsehen	b2	low
Einsetzung	b2	high
Einsicht	b2	high
Einsiedler	b1	low
Einsparung	b1	high
Einspruch	b2	high
Einstand	b2	medium
Einsteiger	a2	high
Einstein	b1	low
Einstellung	b1	high
Einstufung	b2	high
Einsturz	b1	high
Einteilung	b1	high
Eintopf	a2	high
Eintracht	b2	low
Eintragung	b1	low
Eintreffen	b1	low
Einvernehmen	c1	low
Einverständnis	b1	high
Einwand	b1	high
Einwanderer	b1	high
Einweihung	b2	low
Einweisung	b2	high
Einwilligung	b2	medium
Einwirkung	b2	low
Einwohnerzahl	b1	low
Einwurf	b1	high
Einzelgänger	b1	high
Einzelhandel	b1	high
Einzelhändler	b1	high
Einzelner	b2	medium
Einzugsgebiet	b2	high
Einöde	b2	low
Eisdiele	a2	high
Eishockey	a2	high
Eishockey-WM	a2	high
Eistee	a2	high
Eiswürfel	a2	high
Eiszeit	b1	low
Eitelkeit	b2	high
Eiweiß	b1	high
Ekel	b1	high
Eklat	c1	high
Ekstase	b2	high
Elan	b2	medium
Elefant	a1	high
Eleganz	b1	low
Elektrifizierung	b1	high
Elektrik	b1	medium
Elektriker	a2	high
Elektrische	b2	low
Elektrizität	b1	low
Elektromobilität	b2	high
Elektromotor	b2	high
Elektronik	b1	low
Elektroniker	b1	medium
Elektrotechnik	c1	high
Elend	b2	high
Elf	a2	low
Elfenbein	b1	high
Elfmeter	b1	low
Elfmeterschießen	a2	high
Elite	b1	high
Ellbogen	a2	high
Elterngeld	b1	low
Elternhaus	b1	low
Elternteil	b1	high
Elternzeit	b1	high
Emblem	b1	low
Embryo	b1	low
Emigration	b1	low
Emo	b2	low
Emoji	a2	high
Empathie	b2	high
Empfang	b1	high
Empfehlung	b1	high
Empfindlichkeit	b1	high
Empfindung	b2	high
Empörung	b2	high
Endeffekt	b1	high
Endergebnis	b1	medium
Endphase	b1	low
Endprodukt	b1	low
Endpunkt	b1	high
Endrunde	b1	high
Endspurt	b1	high
Endstand	b1	high
Endstation	a2	high
Endung	b1	low
Endverbraucher	b2	high
Endzeit	b2	medium
Energieeffizienz	b2	high
Energiegewinnung	b2	high
Energiekosten	b1	high
Energiepolitik	b2	high
Energiequelle	b1	high
Energieträger	b2	low
Energieverbrauch	b1	high
Energieversorger	b2	high
Energieversorgung	b1	high
Energiewende	b2	high
Energy-Drink	b1	high
Enge	b2	low
Engel	a2	high
Engländer	a2	high
Enkelkinder	a1	high
Ensemble	b2	low
Entbindung	b2	high
Entdecker	a2	high
Ente	a2	low
Enteignung	c1	high
Entertainer	b1	low
Entertainment	b1	low
Entfaltung	b2	high
Entführer	b1	high
Entführung	b2	high
Entgelt	b2	high
Enthauptung	b2	high
Enthusiasmus	b1	high
Enthüllung	b1	high
Entlohnung	b2	low
Entnahme	b2	high
Entrüstung	b2	high
Entscheid	b2	low
Entscheider	b2	low
Entscheidungsfindung	b1	high
Entscheidungsträger	b2	high
Entschlossenheit	b2	low
Entschluss	b1	high
Entschluß	b1	low
Entschädigung	b2	high
Entsendung	b2	low
Entsetzen	b1	low
Entspannung	b1	high
Entstehung	b2	low
Entstehungsgeschichte	b1	low
Entwarnung	b2	high
Entweder-oder	b2	low
Entwickler	b2	high
Entwicklungsgeschichte	b2	medium
Entwicklungsländer	b1	high
Entwurf	b1	low
Entwässerung	c1	low
Entzug	b2	low
Entzündung	b1	high
Enzyklopädie	b1	high
Enzym	c1	high
Epilepsie	b2	high
Epos	c1	low
Equipment	b1	low
Erachten	b2	low
Erarbeitung	b2	high
Erbauer	c1	low
Erbgut	c1	high
